Commodity,Year,Attribute,Value
Corn sweeteners: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,27.26664793
Corn sweeteners: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,28.38912567
Corn sweeteners: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,31.79459377
Corn sweeteners: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,35.33709193
Corn sweeteners: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,39.14610336
Corn sweeteners: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,42.73314535
Corn sweeteners: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,47.60418383
Corn sweeteners: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,53.81253702
Corn sweeteners: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,62.15682739
Corn sweeteners: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,62.83871665
Corn sweeteners: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,65.17322614
Corn sweeteners: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,66.90671208
Corn sweeteners: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,64.56787699
Corn sweeteners: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,66.82928967
Corn sweeteners: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,67.96997638
Corn sweeteners: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,69.90692196
Corn sweeteners: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,73.10841161
Corn sweeteners: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,75.97602235
Corn sweeteners: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,78.61104498
Corn sweeteners: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,80.10787644
Corn sweeteners: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,83.76522826
Corn sweeteners: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,85.0730939
Corn sweeteners: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,85.69369108
Corn sweeteners: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,83.55470138
Corn sweeteners: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,82.5325829
Corn sweeteners: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,82.90853813
Corn sweeteners: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,80.71633236
Corn sweeteners: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,80.4013562
Corn sweeteners: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,79.3554841
Corn sweeteners: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,76.95936763
Corn sweeteners: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,74.41630774
Corn sweeteners: Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,70.60882735
Corn sweeteners: Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,67.4586591
Corn sweeteners: Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,66.151413
Corn sweeteners: Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,63.74672637
Corn sweeteners: Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,62.98465908
Corn sweeteners: Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,60.53702424
Corn sweeteners: Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,61.31043657
Corn sweeteners: Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,60.17597533
Corn sweeteners: Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,58.8423513
Corn sweeteners: Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,58.59256155
Corn sweeteners: Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,57.30058477
Corn sweeteners: Per capita availability adjusted for loss,2019,Primary weight-Lbs/year,56.22828699
Corn sweeteners: Per capita availability adjusted for loss,2020,Primary weight-Lbs/year,56.09024171
Corn sweeteners: Per capita availability adjusted for loss,2021,Primary weight-Lbs/year,55.48927018
Corn sweeteners: Per capita availability adjusted for loss,2022,Primary weight-Lbs/year,55.13882281
Corn sweeteners: Per capita availability adjusted for loss,2023,Primary weight-Lbs/year,53.02828484
Corn sweeteners: Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,15.89085662
Corn sweeteners: Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,16.66669593
Corn sweeteners: Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,17.75161781
Corn sweeteners: Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,19.74804191
Corn sweeteners: Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,21.15674259
Corn sweeteners: Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,23.2859362
Corn sweeteners: Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,25.20647961
Corn sweeteners: Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,27.26664793
Corn sweeteners: Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,28.38912567
Corn sweeteners: Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,31.79459377
Corn sweeteners: Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,35.33709193
Corn sweeteners: Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,39.14610336
Corn sweeteners: Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,42.73314535
Corn sweeteners: Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,47.60418383
Corn sweeteners: Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,53.81253702
Corn sweeteners: Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,62.15682739
Corn sweeteners: Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,62.83871665
Corn sweeteners: Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,65.17322614
Corn sweeteners: Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,66.90671208
Corn sweeteners: Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,64.56787699
Corn sweeteners: Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,66.82928967
Corn sweeteners: Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,67.96997638
Corn sweeteners: Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,69.90692196
Corn sweeteners: Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,73.10841161
Corn sweeteners: Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,75.97602235
Corn sweeteners: Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,78.61104498
Corn sweeteners: Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,80.10787644
Corn sweeteners: Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,83.76522826
Corn sweeteners: Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,85.0730939
Corn sweeteners: Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,85.69369108
Corn sweeteners: Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,83.55470138
Corn sweeteners: Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,82.5325829
Corn sweeteners: Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,82.90853813
Corn sweeteners: Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,80.71633236
Corn sweeteners: Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,80.4013562
Corn sweeteners: Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,79.3554841
Corn sweeteners: Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,76.95936763
Corn sweeteners: Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,74.41630774
Corn sweeteners: Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,70.60882735
Corn sweeteners: Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,67.4586591
Corn sweeteners: Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,66.151413
Corn sweeteners: Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,63.74672637
Corn sweeteners: Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,62.98465908
Corn sweeteners: Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,60.53702424
Corn sweeteners: Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,61.31043657
Corn sweeteners: Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,60.17597533
Corn sweeteners: Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,58.8423513
Corn sweeteners: Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,58.59256155
Corn sweeteners: Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,57.30058477
Corn sweeteners: Per capita availability adjusted for loss,2019,Retail weight-Lbs/year,56.22828699
Corn sweeteners: Per capita availability adjusted for loss,2020,Retail weight-Lbs/year,56.09024171
Corn sweeteners: Per capita availability adjusted for loss,2021,Retail weight-Lbs/year,55.48927018
Corn sweeteners: Per capita availability adjusted for loss,2022,Retail weight-Lbs/year,55.13882281
Corn sweeteners: Per capita availability adjusted for loss,2023,Retail weight-Lbs/year,53.02828484
Corn sweeteners: Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,14.14286239
Corn sweeteners: Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,14.83335938
Corn sweeteners: Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,15.79893985
Corn sweeteners: Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,17.5757573
Corn sweeteners: Per capita availability adjusted for loss,1974,Consumer weight-Lbs/year,18.8295009
Corn sweeteners: Per capita availability adjusted for loss,1975,Consumer weight-Lbs/year,20.72448322
Corn sweeteners: Per capita availability adjusted for loss,1976,Consumer weight-Lbs/year,22.43376685
Corn sweeteners: Per capita availability adjusted for loss,1977,Consumer weight-Lbs/year,24.26731666
Corn sweeteners: Per capita availability adjusted for loss,1978,Consumer weight-Lbs/year,25.26632185
Corn sweeteners: Per capita availability adjusted for loss,1979,Consumer weight-Lbs/year,28.29718846
Corn sweeteners: Per capita availability adjusted for loss,1980,Consumer weight-Lbs/year,31.45001182
Corn sweeteners: Per capita availability adjusted for loss,1981,Consumer weight-Lbs/year,34.84003199
Corn sweeteners: Per capita availability adjusted for loss,1982,Consumer weight-Lbs/year,38.03249936
Corn sweeteners: Per capita availability adjusted for loss,1983,Consumer weight-Lbs/year,42.36772361
Corn sweeteners: Per capita availability adjusted for loss,1984,Consumer weight-Lbs/year,47.89315795
Corn sweeteners: Per capita availability adjusted for loss,1985,Consumer weight-Lbs/year,55.31957638
Corn sweeteners: Per capita availability adjusted for loss,1986,Consumer weight-Lbs/year,55.92645782
Corn sweeteners: Per capita availability adjusted for loss,1987,Consumer weight-Lbs/year,58.00417127
Corn sweeteners: Per capita availability adjusted for loss,1988,Consumer weight-Lbs/year,59.54697375
Corn sweeteners: Per capita availability adjusted for loss,1989,Consumer weight-Lbs/year,57.46541052
Corn sweeteners: Per capita availability adjusted for loss,1990,Consumer weight-Lbs/year,59.4780678
Corn sweeteners: Per capita availability adjusted for loss,1991,Consumer weight-Lbs/year,60.49327898
Corn sweeteners: Per capita availability adjusted for loss,1992,Consumer weight-Lbs/year,62.21716054
Corn sweeteners: Per capita availability adjusted for loss,1993,Consumer weight-Lbs/year,65.06648633
Corn sweeteners: Per capita availability adjusted for loss,1994,Consumer weight-Lbs/year,67.6186599
Corn sweeteners: Per capita availability adjusted for loss,1995,Consumer weight-Lbs/year,69.96383003
Corn sweeteners: Per capita availability adjusted for loss,1996,Consumer weight-Lbs/year,71.29601003
Corn sweeteners: Per capita availability adjusted for loss,1997,Consumer weight-Lbs/year,74.55105315
Corn sweeteners: Per capita availability adjusted for loss,1998,Consumer weight-Lbs/year,75.71505357
Corn sweeteners: Per capita availability adjusted for loss,1999,Consumer weight-Lbs/year,76.26738506
Corn sweeteners: Per capita availability adjusted for loss,2000,Consumer weight-Lbs/year,74.36368423
Corn sweeteners: Per capita availability adjusted for loss,2001,Consumer weight-Lbs/year,73.45399878
Corn sweeteners: Per capita availability adjusted for loss,2002,Consumer weight-Lbs/year,73.78859894
Corn sweeteners: Per capita availability adjusted for loss,2003,Consumer weight-Lbs/year,71.8375358
Corn sweeteners: Per capita availability adjusted for loss,2004,Consumer weight-Lbs/year,71.55720701
Corn sweeteners: Per capita availability adjusted for loss,2005,Consumer weight-Lbs/year,70.62638085
Corn sweeteners: Per capita availability adjusted for loss,2006,Consumer weight-Lbs/year,68.49383719
Corn sweeteners: Per capita availability adjusted for loss,2007,Consumer weight-Lbs/year,66.23051389
Corn sweeteners: Per capita availability adjusted for loss,2008,Consumer weight-Lbs/year,62.84185634
Corn sweeteners: Per capita availability adjusted for loss,2009,Consumer weight-Lbs/year,60.0382066
Corn sweeteners: Per capita availability adjusted for loss,2010,Consumer weight-Lbs/year,58.87475757
Corn sweeteners: Per capita availability adjusted for loss,2011,Consumer weight-Lbs/year,56.73458647
Corn sweeteners: Per capita availability adjusted for loss,2012,Consumer weight-Lbs/year,56.05634658
Corn sweeteners: Per capita availability adjusted for loss,2013,Consumer weight-Lbs/year,53.87795157
Corn sweeteners: Per capita availability adjusted for loss,2014,Consumer weight-Lbs/year,54.56628855
Corn sweeteners: Per capita availability adjusted for loss,2015,Consumer weight-Lbs/year,53.55661805
Corn sweeteners: Per capita availability adjusted for loss,2016,Consumer weight-Lbs/year,52.36969266
Corn sweeteners: Per capita availability adjusted for loss,2017,Consumer weight-Lbs/year,52.14737978
Corn sweeteners: Per capita availability adjusted for loss,2018,Consumer weight-Lbs/year,50.99752045
Corn sweeteners: Per capita availability adjusted for loss,2019,Consumer weight-Lbs/year,50.04317542
Corn sweeteners: Per capita availability adjusted for loss,2020,Consumer weight-Lbs/year,49.92031512
Corn sweeteners: Per capita availability adjusted for loss,2021,Consumer weight-Lbs/year,49.38545046
Corn sweeteners: Per capita availability adjusted for loss,2022,Consumer weight-Lbs/year,49.0735523
Corn sweeteners: Per capita availability adjusted for loss,2023,Consumer weight-Lbs/year,47.19517351
Corn sweeteners: Per capita availability adjusted for loss,1970,Edible weight-Lbs/year,14.14286239
Corn sweeteners: Per capita availability adjusted for loss,1971,Edible weight-Lbs/year,14.83335938
Corn sweeteners: Per capita availability adjusted for loss,1972,Edible weight-Lbs/year,15.79893985
Corn sweeteners: Per capita availability adjusted for loss,1973,Edible weight-Lbs/year,17.5757573
Corn sweeteners: Per capita availability adjusted for loss,1974,Edible weight-Lbs/year,18.8295009
Corn sweeteners: Per capita availability adjusted for loss,1975,Edible weight-Lbs/year,20.72448322
Corn sweeteners: Per capita availability adjusted for loss,1976,Edible weight-Lbs/year,22.43376685
Corn sweeteners: Per capita availability adjusted for loss,1977,Edible weight-Lbs/year,24.26731666
Corn sweeteners: Per capita availability adjusted for loss,1978,Edible weight-Lbs/year,25.26632185
Corn sweeteners: Per capita availability adjusted for loss,1979,Edible weight-Lbs/year,28.29718846
Corn sweeteners: Per capita availability adjusted for loss,1980,Edible weight-Lbs/year,31.45001182
Corn sweeteners: Per capita availability adjusted for loss,1981,Edible weight-Lbs/year,34.84003199
Corn sweeteners: Per capita availability adjusted for loss,1982,Edible weight-Lbs/year,38.03249936
Corn sweeteners: Per capita availability adjusted for loss,1983,Edible weight-Lbs/year,42.36772361
Corn sweeteners: Per capita availability adjusted for loss,1984,Edible weight-Lbs/year,47.89315795
Corn sweeteners: Per capita availability adjusted for loss,1985,Edible weight-Lbs/year,55.31957638
Corn sweeteners: Per capita availability adjusted for loss,1986,Edible weight-Lbs/year,55.92645782
Corn sweeteners: Per capita availability adjusted for loss,1987,Edible weight-Lbs/year,58.00417127
Corn sweeteners: Per capita availability adjusted for loss,1988,Edible weight-Lbs/year,59.54697375
Corn sweeteners: Per capita availability adjusted for loss,1989,Edible weight-Lbs/year,57.46541052
Corn sweeteners: Per capita availability adjusted for loss,1990,Edible weight-Lbs/year,59.4780678
Corn sweeteners: Per capita availability adjusted for loss,1991,Edible weight-Lbs/year,60.49327898
Corn sweeteners: Per capita availability adjusted for loss,1992,Edible weight-Lbs/year,62.21716054
Corn sweeteners: Per capita availability adjusted for loss,1993,Edible weight-Lbs/year,65.06648633
Corn sweeteners: Per capita availability adjusted for loss,1994,Edible weight-Lbs/year,67.6186599
Corn sweeteners: Per capita availability adjusted for loss,1995,Edible weight-Lbs/year,69.96383003
Corn sweeteners: Per capita availability adjusted for loss,1996,Edible weight-Lbs/year,71.29601003
Corn sweeteners: Per capita availability adjusted for loss,1997,Edible weight-Lbs/year,74.55105315
Corn sweeteners: Per capita availability adjusted for loss,1998,Edible weight-Lbs/year,75.71505357
Corn sweeteners: Per capita availability adjusted for loss,1999,Edible weight-Lbs/year,76.26738506
Corn sweeteners: Per capita availability adjusted for loss,2000,Edible weight-Lbs/year,74.36368423
Corn sweeteners: Per capita availability adjusted for loss,2001,Edible weight-Lbs/year,73.45399878
Corn sweeteners: Per capita availability adjusted for loss,2002,Edible weight-Lbs/year,73.78859894
Corn sweeteners: Per capita availability adjusted for loss,2003,Edible weight-Lbs/year,71.8375358
Corn sweeteners: Per capita availability adjusted for loss,2004,Edible weight-Lbs/year,71.55720701
Corn sweeteners: Per capita availability adjusted for loss,2005,Edible weight-Lbs/year,70.62638085
Corn sweeteners: Per capita availability adjusted for loss,2006,Edible weight-Lbs/year,68.49383719
Corn sweeteners: Per capita availability adjusted for loss,2007,Edible weight-Lbs/year,66.23051389
Corn sweeteners: Per capita availability adjusted for loss,2008,Edible weight-Lbs/year,62.84185634
Corn sweeteners: Per capita availability adjusted for loss,2009,Edible weight-Lbs/year,60.0382066
Corn sweeteners: Per capita availability adjusted for loss,2010,Edible weight-Lbs/year,58.87475757
Corn sweeteners: Per capita availability adjusted for loss,2011,Edible weight-Lbs/year,56.73458647
Corn sweeteners: Per capita availability adjusted for loss,2012,Edible weight-Lbs/year,56.05634658
Corn sweeteners: Per capita availability adjusted for loss,2013,Edible weight-Lbs/year,53.87795157
Corn sweeteners: Per capita availability adjusted for loss,2014,Edible weight-Lbs/year,54.56628855
Corn sweeteners: Per capita availability adjusted for loss,2015,Edible weight-Lbs/year,53.55661805
Corn sweeteners: Per capita availability adjusted for loss,2016,Edible weight-Lbs/year,52.36969266
Corn sweeteners: Per capita availability adjusted for loss,2017,Edible weight-Lbs/year,52.14737978
Corn sweeteners: Per capita availability adjusted for loss,2018,Edible weight-Lbs/year,50.99752045
Corn sweeteners: Per capita availability adjusted for loss,2019,Edible weight-Lbs/year,50.04317542
Corn sweeteners: Per capita availability adjusted for loss,2020,Edible weight-Lbs/year,49.92031512
Corn sweeteners: Per capita availability adjusted for loss,2021,Edible weight-Lbs/year,49.38545046
Corn sweeteners: Per capita availability adjusted for loss,2022,Edible weight-Lbs/year,49.0735523
Corn sweeteners: Per capita availability adjusted for loss,2023,Edible weight-Lbs/year,47.19517351
Corn sweeteners: Per capita availability adjusted for loss,1970,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1971,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1972,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1973,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1974,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1975,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1976,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1977,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1978,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1979,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1980,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1981,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1982,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1983,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1984,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1985,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1986,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1987,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1988,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1989,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1990,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1991,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1992,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1993,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1994,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1995,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1996,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1997,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1998,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1999,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2000,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2001,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2002,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2003,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2004,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2005,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2006,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2007,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2008,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2009,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2010,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2011,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2012,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2013,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2014,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2015,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2016,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2017,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2018,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2019,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2020,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2021,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2022,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,2023,"Total loss, all levels-Percent",41.26
Corn sweeteners: Per capita availability adjusted for loss,1970,Per capita availability adjusted for loss-Lbs/year,9.33428918
Corn sweeteners: Per capita availability adjusted for loss,1971,Per capita availability adjusted for loss-Lbs/year,9.790017189
Corn sweeteners: Per capita availability adjusted for loss,1972,Per capita availability adjusted for loss-Lbs/year,10.4273003
Corn sweeteners: Per capita availability adjusted for loss,1973,Per capita availability adjusted for loss-Lbs/year,11.59999982
Corn sweeteners: Per capita availability adjusted for loss,1974,Per capita availability adjusted for loss-Lbs/year,12.42747059
Corn sweeteners: Per capita availability adjusted for loss,1975,Per capita availability adjusted for loss-Lbs/year,13.67815893
Corn sweeteners: Per capita availability adjusted for loss,1976,Per capita availability adjusted for loss-Lbs/year,14.80628612
Corn sweeteners: Per capita availability adjusted for loss,1977,Per capita availability adjusted for loss-Lbs/year,16.016429
Corn sweeteners: Per capita availability adjusted for loss,1978,Per capita availability adjusted for loss-Lbs/year,16.67577242
Corn sweeteners: Per capita availability adjusted for loss,1979,Per capita availability adjusted for loss-Lbs/year,18.67614438
Corn sweeteners: Per capita availability adjusted for loss,1980,Per capita availability adjusted for loss-Lbs/year,20.7570078
Corn sweeteners: Per capita availability adjusted for loss,1981,Per capita availability adjusted for loss-Lbs/year,22.99442111
Corn sweeteners: Per capita availability adjusted for loss,1982,Per capita availability adjusted for loss-Lbs/year,25.10144958
Corn sweeteners: Per capita availability adjusted for loss,1983,Per capita availability adjusted for loss-Lbs/year,27.96269758
Corn sweeteners: Per capita availability adjusted for loss,1984,Per capita availability adjusted for loss-Lbs/year,31.60948425
Corn sweeteners: Per capita availability adjusted for loss,1985,Per capita availability adjusted for loss-Lbs/year,36.51092041
Corn sweeteners: Per capita availability adjusted for loss,1986,Per capita availability adjusted for loss-Lbs/year,36.91146216
Corn sweeteners: Per capita availability adjusted for loss,1987,Per capita availability adjusted for loss-Lbs/year,38.28275304
Corn sweeteners: Per capita availability adjusted for loss,1988,Per capita availability adjusted for loss-Lbs/year,39.30100267
Corn sweeteners: Per capita availability adjusted for loss,1989,Per capita availability adjusted for loss-Lbs/year,37.92717094
Corn sweeteners: Per capita availability adjusted for loss,1990,Per capita availability adjusted for loss-Lbs/year,39.25552475
Corn sweeteners: Per capita availability adjusted for loss,1991,Per capita availability adjusted for loss-Lbs/year,39.92556412
Corn sweeteners: Per capita availability adjusted for loss,1992,Per capita availability adjusted for loss-Lbs/year,41.06332596
Corn sweeteners: Per capita availability adjusted for loss,1993,Per capita availability adjusted for loss-Lbs/year,42.94388098
Corn sweeteners: Per capita availability adjusted for loss,1994,Per capita availability adjusted for loss-Lbs/year,44.62831553
Corn sweeteners: Per capita availability adjusted for loss,1995,Per capita availability adjusted for loss-Lbs/year,46.17612782
Corn sweeteners: Per capita availability adjusted for loss,1996,Per capita availability adjusted for loss-Lbs/year,47.05536662
Corn sweeteners: Per capita availability adjusted for loss,1997,Per capita availability adjusted for loss-Lbs/year,49.20369508
Corn sweeteners: Per capita availability adjusted for loss,1998,Per capita availability adjusted for loss-Lbs/year,49.97193535
Corn sweeteners: Per capita availability adjusted for loss,1999,Per capita availability adjusted for loss-Lbs/year,50.33647414
Corn sweeteners: Per capita availability adjusted for loss,2000,Per capita availability adjusted for loss-Lbs/year,49.08003159
Corn sweeteners: Per capita availability adjusted for loss,2001,Per capita availability adjusted for loss-Lbs/year,48.47963919
Corn sweeteners: Per capita availability adjusted for loss,2002,Per capita availability adjusted for loss-Lbs/year,48.7004753
Corn sweeteners: Per capita availability adjusted for loss,2003,Per capita availability adjusted for loss-Lbs/year,47.41277363
Corn sweeteners: Per capita availability adjusted for loss,2004,Per capita availability adjusted for loss-Lbs/year,47.22775663
Corn sweeteners: Per capita availability adjusted for loss,2005,Per capita availability adjusted for loss-Lbs/year,46.61341136
Corn sweeteners: Per capita availability adjusted for loss,2006,Per capita availability adjusted for loss-Lbs/year,45.20593255
Corn sweeteners: Per capita availability adjusted for loss,2007,Per capita availability adjusted for loss-Lbs/year,43.71213917
Corn sweeteners: Per capita availability adjusted for loss,2008,Per capita availability adjusted for loss-Lbs/year,41.47562519
Corn sweeteners: Per capita availability adjusted for loss,2009,Per capita availability adjusted for loss-Lbs/year,39.62521636
